,Unnamed: 0,STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,LATITUDE,LONGITUDE,x,y
17,17,ALDI #28,1519765.0,5273.0,15154.0,A,4934 S KEDZIE AVE,60632,BRIGHTON PARK,58,14,17031630300,170316000000000.0,41.80344571,-87.70398627,441518.26888319984,4628192.895618876
18,18,ALDI #30,1547427.0,5273.0,15154.0,A,3030 S KEDZIE AVE,60623,SOUTH LAWNDALE,30,12,17031840800,170318000000000.0,41.83811415,-87.70499446,441466.09486458823,4632042.690194564
19,19,ALDI #32,1975885.0,5273.0,16924.0,A,1840 N CLYBOURN AVE,60614,LINCOLN PARK,7,32,17031832600,170318000000000.0,41.91442371,-87.65462784,445712.53763233934,4640482.029904806
20,20,ALDI #70,1997726.0,5273.0,18263.0,A,7627 S ASHLAND AVE,60620,AUBURN GRESHAM,71,17,17031710300,170317000000000.0,41.75499092,-87.66340416,444848.0333793886,4622786.366977106
21,21,ALDI #79,1515471.0,5273.0,15150.0,A,7800 S SOUTH CHICAGO AVE,60619,AVALON PARK,45,5,17031834300,170318000000000.0,41.75274564,-87.58752349,451154.67813000403,4622491.222537659
22,22,ALDI FOODS #91,13994.0,5273.0,15565.0,A,3835 W MADISON ST,60624,WEST GARFIELD PARK,26,28,17031260800,170313000000000.0,41.88065941,-87.72219367,440077.8107103208,4636778.229834503
23,23,ALDI FOODS -STORE #04,13988.0,5273.0,12500.0,A,800 N KEDZIE AVE,60651,HUMBOLDT PARK,23,27,17031836600,170318000000000.0,41.89561531,-87.70670533,441376.596776326,4638428.048601531
24,24,ALDI FOODS STORE #2,14004.0,5273.0,15600.0,A,4645 W DIVERSEY AVE,60639,HERMOSA,20,31,17031190900,170312000000000.0,41.93146094,-87.74371731,438340.830967275,4642433.875622344
25,25,ALDI FOODS STORE #26,13998.0,5273.0,15540.0,A,2600 N CLYBOURN AVE,60614,LINCOLN PARK,7,32,17031070700,170311000000000.0,41.928695,-87.67419508,444102.30102822836,4642079.115551406
26,26,ALDI FOODS STORE #30,14000.0,5273.0,14860.0,A,4030 W WRIGHTWOOD AVE,60639,LOGAN SQUARE,22,31,17031220702,170312000000000.0,41.92820785,-87.72815856,439627.69505811436,4642061.617513781
27,27,ALDI FOODS STORE #90B,13992.0,5273.0,15565.0,A,2828 N CENTRAL AVE,60634,BELMONT CRAGIN,19,31,17031190402,170312000000000.0,41.93215768,-87.7664246,436458.92523726926,4642527.813863253
28,28,ALDI FOODS-STORE #27,13986.0,5273.0,12300.0,A,3363 N MILWAUKEE AVE,60641,IRVING PARK,16,30,17031161300,170312000000000.0,41.94238351,-87.72901086,439570.412252453,4643636.120778415
29,29,ALDI INC # 62,13984.0,5273.0,12646.0,A,6220 N CALIFORNIA AVE,60659,WEST RIDGE,2,50,17031020702,170310000000000.0,41.99462096,-87.69968686,442048.52584273537,4649415.740042511
30,30,ALDI INC #06,13978.0,5273.0,14000.0,A,5001 N PULASKI RD,60630,ALBANY PARK,14,39,17031140302,170311000000000.0,41.97198122,-87.7279869,439683.20572570845,4646921.6021031905
31,31,ALDI INC #10,14002.0,5273.0,15540.0,A,4501 S PULASKI RD,60632,ARCHER HEIGHTS,57,14,17031570100,170316000000000.0,41.81145154,-87.72357465,439898.492123788,4629095.2654350335
32,32,ALDI INC #53,13964.0,5273.0,13981.0,A,5775 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,17031560700,170316000000000.0,41.79638049,-87.75734757,437078.4892894771,4627446.156903744
33,33,ALDI INC #58,13974.0,5273.0,12571.0,A,2431 W MONTROSE AVE,60618,NORTH CENTER,5,47,17031050300,170311000000000.0,41.9611941,-87.68996697,442823.68662652123,4645697.84845372
34,34,ALDI INC #64,13976.0,5273.0,11760.0,A,1767 N MILWAUKEE AVE,60647,WEST TOWN,24,32,17031831000,170318000000000.0,41.91358779,-87.68220284,443425.03065198706,4640407.041711051
35,35,ALDI INC #83,13990.0,5273.0,16300.0,A,8333 S CICERO AVE,60652,ASHBURN,70,18,17031700302,170317000000000.0,41.74091107,-87.74092286,438390.03773763205,4621275.750580195
36,36,ALDI INC #92,13996.0,5273.0,19410.0,A,620 W 63RD ST,60621,ENGLEWOOD,68,16,17031680900,170317000000000.0,41.77992005,-87.64092551,446737.4208499544,4625539.959777615
37,37,ALDI INC STORE #16,1226990.0,5273.0,20848.0,A,1246 E 87TH ST,60619,AVALON PARK,45,8,17031834300,170318000000000.0,41.73691535,-87.59365662,450632.65891187626,4620737.171727262
38,38,ALDI INC STORE #62,14006.0,5273.0,9495.0,B,1739 W CERMAK RD,60608,LOWER WEST SIDE,31,25,17031843200,170318000000000.0,41.8521512,-87.6700746,444377.5735619319,4633577.968722111
39,39,ALDI INC STORE #90,14008.0,5273.0,16340.0,A,9017 S HALSTED ST,60620,AUBURN GRESHAM,71,21,17031711500,170317000000000.0,41.73029727,-87.64330909,446498.1472679588,4620032.076147026
40,40,ALDI INC STORE #95,14011.0,5273.0,37000.0,A,2333 E 95TH ST,60617,SOUTH DEERING,51,7,17031510300,170315000000000.0,41.72246624,-87.56667305,452866.0084153252,4619117.843946215
41,41,ALDI INC STORE 14,1242812.0,5273.0,15000.0,A,5629 W FILLMORE ST,60644,AUSTIN,25,29,17031831400,170318000000000.0,41.86731565,-87.76559794,436463.2181576997,4635327.923261434
42,42,ALDI INC. #96,1868821.0,5273.0,16117.0,A,821 W 115TH ST,60643,WEST PULLMAN,53,34,17031530300,170315000000000.0,41.68496064,-87.64302231,446484.27410398016,4614998.560458642
43,43,ALDI INC.#94,14010.0,5273.0,10001.0,A,6025 S WESTERN AVE,60636,CHICAGO LAWN,66,16,17031835000,170318000000000.0,41.78396584,-87.68362338,443192.6714322227,4626016.474187442
44,44,ALDI'S,1817904.0,5273.0,11179.0,A,6520 W FULLERTON AVE,60707,BELMONT CRAGIN,19,36,17031831500,170318000000000.0,41.9237604,-87.78874776,434599.6181725895,4641612.261787462
45,45,ALDI'S,1817903.0,5273.0,15255.0,A,4500 N BROADWAY,60640,UPTOWN,3,46,17031830700,170318000000000.0,41.96378896,-87.65660649,445590.4264020759,4645964.230186102
46,46,ALDI'S # 26,1821323.0,5273.0,16550.0,A,10532 S INDIANAPOLIS AVE,60617,EAST SIDE,52,10,17031520100,170315000000000.0,41.70366236,-87.52571243,456260.2427124435,4617008.549379363
47,47,ALDI'S #08,1743166.0,5273.0,16890.0,A,7333 S STATE ST,60619,GREATER GRAND CROSSING,69,6,17031691000,170317000000000.0,41.76088087,-87.62466578,448073.30133344396,4623416.188915592
48,48,ALDI'S #47,1619769.0,5273.0,16370.0,A,1508 W 47TH ST,60609,NEW CITY,61,3,17031842600,170318000000000.0,41.80874139,-87.66291163,444934.9817237835,4628753.720388568
49,49,ALDI'S #93,1743165.0,5273.0,16890.0,A,7545 S WESTERN AVE,60620,ASHBURN,70,18,17031700100,170317000000000.0,41.75603509,-87.68285832,443231.6282344657,4622914.950360495
50,50,ALDI'S FOODS BELMONT,1975886.0,5273.0,18600.0,A,3320 W BELMONT AVE,60618,AVONDALE,21,35,17031831100,170318000000000.0,41.93940519,-87.71090059,441068.8837487649,4643292.833028997
51,51,ALL STAR FOOD & LIQUOR,1922124.0,319069.0,4200.0,B,2911 S ARCHER AVE,60608,BRIDGEPORT,60,11,17031600700,170316000000000.0,41.84148404,-87.65802198,445368.9835375754,4632385.892458169
52,52,ALLA'S FOOD,1068956.0,204849.0,3500.0,B,2024 E 93RD ST,60617,CALUMET HEIGHTS,48,8,17031480400,170315000000000.0,41.72624035,-87.57429226,452235.0605782819,4619541.06093901
53,53,ALMUFLIHI FOOD & LIQUOR,62800.0,86373.0,4500.0,B,5404 S HALSTED ST,60609,NEW CITY,61,20,17031612100,170316000000000.0,41.7958708,-87.64534412,446383.51233327785,4627313.646162962
54,54,AM-PM FOOD MART & CELLULAR,1093813.0,207399.0,3500.0,B,1924 E 87TH ST,60617,AVALON PARK,45,8,17031450300,170315000000000.0,41.73714625,-87.57708099,452011.2328323141,4620753.431760725
55,55,ANAR INC,31219.0,14297.0,10001.0,A,935 E 79TH ST,60619,CHATHAM,44,8,17031440101,170314000000000.0,41.75121793,-87.60140141,449999.7110506344,4622329.5810565585
56,56,ANDYS FRUIT RANCH,1275209.0,3868.0,15000.0,A,4733 N KEDZIE AVE,60625,ALBANY PARK,14,33,17031140800,170311000000000.0,41.96762916,-87.70830369,441310.0553766154,4646424.72534857
57,57,ARISTA FOODS,1473367.0,271891.0,10000.0,A,112 N MAY ST,60607,NEAR WEST SIDE,28,27,17031833000,170318000000000.0,41.88340212,-87.65572529,445595.20502914925,4637038.470848478
58,58,ARMITAGE PRODUCE INC,1771323.0,4469.0,14340.0,A,2007 N KIMBALL AVE,60647,LOGAN SQUARE,22,35,17031221100,170312000000000.0,41.91756242,-87.71175511,440977.9170867896,4640868.2539042095
59,59,AROUND THE CLOCK,15860.0,6777.0,3000.0,B,1605 W HOWARD ST,60626,ROGERS PARK,1,49,17031010202,170310000000000.0,42.01926518,-87.67157207,444398.600251581,4652133.33707149
60,60,ASHLAND FOOD AND LIQUORS,11636.0,5463.0,10001.0,A,1554 W 95TH ST,60643,WASHINGTON HEIGHTS,73,21,17031730201,170317000000000.0,41.72132699,-87.66253366,444891.6330156242,4619048.284911204
61,61,ATHENS GROCERY,971.0,185.0,2600.0,B,324 S HALSTED ST,60661,NEAR WEST SIDE,28,27,17031833100,170318000000000.0,41.87716213,-87.64736429,446283.6851310415,4636340.394894042
62,62,AVENUE FOOD MAR INC,1246771.0,20727.0,18000.0,A,6850 W BELMONT AVE,60634,DUNNING,17,36,17031171000,170312000000000.0,41.93823738,-87.79776035,433867.2741796346,4643226.534638107
63,63,AWAMI BAZAAR & ZABIHA MEAT,68226.0,20954.0,2500.0,B,2340 W DEVON AVE,60659,WEST RIDGE,2,50,17031020500,170310000000000.0,41.99785369,-87.68906427,442931.23182399373,4649767.534295165
64,64,B & H FOOD & GROCERY,6068.0,3550.0,4500.0,B,713 S ALBANY AVE,60612,EAST GARFIELD PARK,27,28,17031837300,170318000000000.0,41.87235004,-87.70327264,441640.183817992,4635842.624262387
65,65,Baltimore Food & Liquor,1446831.0,270755.0,3404.0,B,13322 S BALTIMORE AVE,60633,HEGEWISCH,55,10,17031550100,170316000000000.0,41.65296461,-87.54729865,454428.43136074924,4611391.172338337
66,66,BARI,1245246.0,246600.0,2500.0,B,1120 W GRAND AVE,60622,WEST TOWN,24,27,17031243500,170312000000000.0,41.89121012,-87.65556024,445615.5210838961,4637905.268395859
67,67,BERBATE FRUIT MARKET,1646036.0,296646.0,2500.0,B,3956 N NARRAGANSETT AVE,60634,DUNNING,17,38,17031170300,170312000000000.0,41.95273156,-87.78669844,434799.0589494711,4644827.332528139
68,68,BIG APPLE FINER FOODS INC,4900.0,3297.0,9000.0,B,2345 N CLARK ST,60614,LINCOLN PARK,7,43,17031071400,170311000000000.0,41.92496618,-87.63992602,446940.4785252316,4641643.337806294
69,69,BOB'S LIQUORS & GROCERIES,957.0,86492.0,10001.0,A,5069 W MADISON ST,60644,AUSTIN,25,28,17031252201,170313000000000.0,41.88029609,-87.7524942,437563.3341764956,4636759.492145636
70,70,BOCKWINKELS,1491357.0,276156.0,7200.0,B,222 N COLUMBUS DR,60601,LOOP,32,42,17031320100,170313000000000.0,41.88633942,-87.62083615,448492.2867148341,4637343.060982319
71,71,BOULEVARD FOOD & LIQUOR LLC,1931999.0,336958.0,3350.0,B,5922 W IRVING PARK RD,60634,PORTAGE PARK,15,38,17031150402,170312000000000.0,41.95318259,-87.77525938,435747.5774663333,4644868.770154013
72,72,BROADWAY SUPERMARKET,50737.0,17352.0,15000.0,A,4879 N BROADWAY,60640,UPTOWN,3,48,17031031200,170310000000000.0,41.97117118,-87.65958098,445350.2542294462,4646785.763651104
73,73,BUDGET FINER FOODS,1337515.0,260726.0,3200.0,B,6604 N SHERIDAN RD,60626,ROGERS PARK,1,49,17031010502,170310000000000.0,42.00272611,-87.66093837,445264.82125295105,4650290.153859157
74,74,BURNHAM PLAZA MART,2014232.0,350131.0,2950.0,B,828 S WABASH AVE,60605,LOOP,32,2,17031320600,170313000000000.0,41.8714442,-87.62607513,448045.57067025034,4635692.444399299
75,75,BUSY BEE SUPERMARKET,1974525.0,343785.0,2500.0,B,5659 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,16,17031670200,170317000000000.0,41.79048002,-87.66434507,444800.24386681727,4626727.157114677
76,76,BUY -N- SAVE,62460.0,19735.0,8000.0,B,209 E 103RD ST,60628,ROSELAND,49,9,17031490902,170315000000000.0,41.70713532,-87.61824173,448564.4599993578,4617445.262967981
77,77,CAESAR'S FOODS INC,13670.0,6312.0,10001.0,A,901 N DAMEN AVE,60622,WEST TOWN,24,32,17031242200,170312000000000.0,41.89777928,-87.67695887,443846.06390972115,4638648.411169974
78,78,"CALABRIA IMPORTS, INC.",1357606.0,264103.0,3100.0,B,1905 W 103RD ST,60643,BEVERLY,72,19,17031720700,170317000000000.0,41.70647332,-87.66935499,444311.42560680443,4617403.557874662
79,79,"CALMA OPTIMAL DELI, INC.",1991322.0,346718.0,3000.0,B,5155 W ADDISON ST,60641,PORTAGE PARK,15,38,17031151001,170312000000000.0,41.9458951,-87.75664585,437283.10664258216,4644045.860202645
80,80,CARNICERIA DEL RIO,1801493.0,314238.0,3000.0,B,2714 W CERMAK RD,60608,SOUTH LAWNDALE,30,28,17031840700,170318000000000.0,41.85203474,-87.69369691,442416.5889797444,4633580.610113252
81,81,CARNICERIA EL PORVENIR,1768971.0,311076.0,2500.0,B,150 E KENSINGTON AVE,60628,WEST PULLMAN,53,9,17031530100,170315000000000.0,41.6840632,-87.61874297,448504.23017990496,4614884.11907087
82,82,CARNICERIA GUANAJUATO,2069477.0,358374.0,9325.0,B,5250 W FULLERTON AVE,60639,BELMONT CRAGIN,19,31,17031190702,170312000000000.0,41.92418915,-87.75822974,437130.5074583096,4641637.038915083
83,83,CARNICERIA GUANAJUATO #3,2060960.0,357299.0,9000.0,B,3132 N CALIFORNIA AVE,60618,AVONDALE,21,33,17031210800,170312000000000.0,41.93856972,-87.69794595,442142.02643695835,4643191.247218228
84,84,CARNICERIA GUANJUATO #3,17340.0,63206.0,8800.0,B,1436 N ASHLAND AVE,60622,WEST TOWN,24,1,17031241500,170312000000000.0,41.90811537,-87.66776383,444617.73019033787,4639790.026419441
85,85,CARNICERIA JIMENEZ #2,48081.0,16943.0,19000.0,A,3850 W FULLERTON AVE,60647,LOGAN SQUARE,22,30,17031220701,170312000000000.0,41.92462832,-87.72395332,439973.0018405395,4641661.235692703
86,86,CARNICERIA JIMENEZ INC,1693.0,85292.0,16000.0,A,4204 W NORTH AVE,60639,HUMBOLDT PARK,23,30,17031230500,170312000000000.0,41.90992525,-87.73155722,439328.5931823257,4640034.13143217
87,87,CARNICERIA LA AZTECA,1354069.0,262231.0,2500.0,B,7067 N CLARK ST,60626,ROGERS PARK,1,49,17031010702,170310000000000.0,42.01096295,-87.67421466,444172.5519017137,4651213.26116189
88,88,CARNICERIA LA GLORIA,1471030.0,271545.0,6500.0,B,2551 W 51ST ST,60632,GAGE PARK,63,14,17031630500,170316000000000.0,41.80096928,-87.6887221,442784.1011786692,4627907.67425943
89,89,"CARNICERIA LA GLORIA NO. 2, INC.",1514813.0,279304.0,7500.0,B,2744 W 55TH ST,60632,GAGE PARK,63,14,17031630500,170316000000000.0,41.79381183,-87.6931506,442409.7926889969,4627115.969978072
90,90,"CARNICERIA LA HACIENDA, INC.",1492826.0,276948.0,4000.0,B,3459 W 59TH ST,60629,CHICAGO LAWN,66,16,17031660400,170317000000000.0,41.7860244,-87.71060478,440952.46456494374,4626263.205273532
91,91,"CARNICERIA LA MEJOR PRODUCE, INC.",1800292.0,313836.0,4500.0,B,2915 N MILWAUKEE AVE,60618,AVONDALE,21,35,17031210602,170312000000000.0,41.9343144,-87.715772,440660.34070296155,4642730.970531619
92,92,CARNICERIA LA VILLA #2,2060542.0,357089.0,3289.0,B,5800 W GRAND AVE,60639,BELMONT CRAGIN,19,37,17031191302,170312000000000.0,41.9197749,-87.77072653,436089.9112994928,4641156.170041602
93,93,CARNICERIA RICARDO,35191.0,15006.0,5000.0,B,4419 W DIVERSEY AVE,60639,HERMOSA,20,31,17031200200,170312000000000.0,41.93154075,-87.73757251,438850.3549577999,4642438.335787786
94,94,CARNICERIA&FRUTERIA EL MITOTE,49322.0,17160.0,4500.0,B,4459 W BELMONT AVE,60641,HERMOSA,20,31,17031200100,170312000000000.0,41.93881951,-87.7394338,438703.01070347277,4643247.815280516
95,95,CENTRAL PARK FOODS INC,13813.0,6373.0,8000.0,B,3604 W GRAND AVE,60651,HUMBOLDT PARK,23,26,17031231200,170312000000000.0,41.90247367,-87.71681747,440544.121219415,4639196.476373148
96,96,CENTRO MARKET,66257.0,20469.0,9100.0,B,5153 S KEDZIE AVE,60632,GAGE PARK,63,14,17031630400,170316000000000.0,41.79925704,-87.70357471,441548.65201079095,4627727.564767937
97,97,CERMAK PRODUCE,53313.0,17784.0,10000.0,A,4800 W DIVERSEY AVE,60639,BELMONT CRAGIN,19,31,17031190200,170312000000000.0,41.93164142,-87.74671991,438092.0684834914,4642456.077846934
98,98,CERMAK PRODUCE,1574003.0,286531.0,14000.0,A,4401 W ARMITAGE AVE,60639,HERMOSA,20,31,17031831200,170318000000000.0,41.91693444,-87.73638715,438934.7040093601,4640815.776585005
99,99,CERMAK PRODUCE,1476657.0,273150.0,15000.0,A,1711 W CERMAK RD,60608,LOWER WEST SIDE,31,25,17031843200,170318000000000.0,41.85216786,-87.66897504,444468.86205636244,4633579.106750397
100,100,CERMAK PRODUCE,1770942.0,311980.0,17000.0,A,3311 W 26TH ST,60623,SOUTH LAWNDALE,30,22,17031840800,170318000000000.0,41.84436673,-87.70789805,441230.7371353919,4632738.876267215
101,101,CERMAK PRODUCE,1515206.0,279468.0,25000.0,A,5220 S PULASKI RD,60632,WEST ELSDON,62,23,17031620200,170316000000000.0,41.79799187,-87.72344374,439896.7886088528,4627600.800183053
102,102,CERMAK PRODUCE,1476654.0,273149.0,29000.0,A,4234 N KEDZIE AVE,60618,IRVING PARK,16,33,17031160501,170312000000000.0,41.95859672,-87.70830958,441301.2779654565,4645421.866484966
103,103,CERMAK PRODUCE #5 LTD,1649774.0,298958.0,10000.0,A,3435 S ARCHER AVE,60608,MCKINLEY PARK,59,11,17031840300,170318000000000.0,41.8313499,-87.67584785,443880.166575557,4631272.226776564
104,104,CERMAK PRODUCE NO.4,69608.0,21223.0,17000.0,A,2701 W NORTH AVE,60647,WEST TOWN,24,26,17031241000,170312000000000.0,41.91013224,-87.69460039,442393.79285513243,4640031.631311937
105,105,CHARLIES  SUPERMARKET INC.,1441898.0,268397.0,2500.0,B,2941 W MONTROSE AVE,60618,IRVING PARK,16,33,17031160601,170312000000000.0,41.96111443,-87.70258694,441777.8158218098,4645697.500880122
106,106,CHATHAM FOOD MARKET,1904290.0,331037.0,4500.0,B,327 E 79TH ST,60619,CHATHAM,44,6,17031440300,170314000000000.0,41.75097268,-87.61695788,448706.1519061975,4622311.509741944
107,107,CHICAGO FOOD CORP,1169745.0,11429.0,10000.0,A,5800 N PULASKI RD,60646,NORTH PARK,13,39,17031130200,170311000000000.0,41.98592799,-87.72866342,439640.3243456178,4648470.579723947
108,108,CHICAGO GROCERS,1332221.0,258200.0,2500.0,B,2122 W DEVON AVE,60659,WEST RIDGE,2,50,17031020500,170310000000000.0,41.99794589,-87.68356871,443386.4611792702,4649774.123036771
109,109,Chicago Health - Maple Street,2065274.0,357879.0,2900.0,B,22 W MAPLE ST,60610,NEAR NORTH SIDE,8,42,17031081100,170311000000000.0,41.90198255,-87.6292631,447805.8783111936,4639084.971152232
110,110,CHICAGO PRODUCE,1865.0,368.0,13500.0,A,3500 W LAWRENCE AVE,60625,ALBANY PARK,14,39,17031140200,170311000000000.0,41.96848537,-87.71587133,440683.7933525755,4646525.001388673
111,111,CICERO DELI INC.,20884.0,8639.0,3600.0,B,3206 N CICERO AVE,60641,PORTAGE PARK,15,30,17031151002,170312000000000.0,41.93904667,-87.74702197,438074.1893240019,4643278.49044448
112,112,CITY GROCERY,1979483.0,344633.0,5000.0,B,405 N WABASH AVE,60611,NEAR NORTH SIDE,8,42,17031081500,170311000000000.0,41.88946533,-87.62650927,448024.14802380756,4637693.543388041
113,113,CLARENDON FOOD MART INC,29515.0,11687.0,10000.0,A,4183 N CLARENDON AVE,60613,UPTOWN,3,46,17031031400,170310000000000.0,41.9580048,-87.64965374,446161.6982229837,4645317.629924308
114,114,CLYBOURN MARKET,40522.0,15968.0,3500.0,B,2807 N CLYBOURN AVE,60618,NORTH CENTER,5,1,17031051400,170311000000000.0,41.93257918,-87.67832746,443763.09448251047,4642513.071864951
115,115,COMMERCIAL GROCERY,56894.0,23932.0,2500.0,B,3004 E 100TH ST,60617,SOUTH DEERING,51,10,17031510100,170315000000000.0,41.71349784,-87.55073311,454185.47570149053,4618113.532024807
116,116,CORCORANS PANTRY INC,9412.0,4333.0,4200.0,B,1105 W BRYN MAWR AVE,60660,EDGEWATER,77,48,17031030701,170310000000000.0,41.98354479,-87.65826767,445469.62529213284,4648158.758238522
117,117,COTTAGE GROVE FOOD MART,1898994.0,329883.0,4000.0,B,6307 S COTTAGE GROVE AVE,60637,WOODLAWN,42,20,17031420800,170314000000000.0,41.78015196,-87.60577752,449658.50233699376,4625544.533550743
118,118,COUNTY FAIR FOODS,37096.0,15344.0,10001.0,A,10800 S WESTERN AVE,60643,MORGAN PARK,75,19,17031750300,170318000000000.0,41.69723821,-87.6814748,443294.9719868763,4616386.148251454
119,119,CRESPO'S FOOD MART,40132.0,15902.0,2800.0,B,4353 W MADISON ST,60624,WEST GARFIELD PARK,26,28,17031260600,170313000000000.0,41.880505,-87.73512285,439004.89254443225,4636770.194529252
120,120,CUENCA'S BAKERY & GROCERIES,1619464.0,292181.0,4500.0,B,4229 W MONTROSE AVE,60641,IRVING PARK,16,38,17031160300,170312000000000.0,41.96076752,-87.73394693,439178.72529535415,4645680.768149078
121,121,CUPBOARD FOOD & LIQUOR,7110.0,3758.0,3000.0,B,3260 W 55TH ST,60632,GAGE PARK,63,14,17031630300,170316000000000.0,41.79358918,-87.70594578,441346.5007870703,4627099.901036976
122,122,D & A FOOD & LIQUOR,46444.0,7945.0,5500.0,B,1601 W GARFIELD BLVD,60636,WEST ENGLEWOOD,67,15,17031670300,170317000000000.0,41.79355436,-87.66463755,444778.58041784813,4627068.675481053
123,123,DANNY'S FRESH MARKET,1888080.0,326926.0,14405.0,A,2140 N WESTERN AVE,60647,LOGAN SQUARE,22,1,17031221500,170312000000000.0,41.92109627,-87.68767101,442978.23829671857,4641244.315419254
124,124,DEVON MARKET,1042888.0,201952.0,18500.0,A,1440 W DEVON AVE,60660,ROGERS PARK,1,40,17031010600,170310000000000.0,41.99822825,-87.66710447,444750.28751958336,4649794.718545978
125,125,DIA FOOD & LIQUOR,41854.0,16133.0,4500.0,B,1478 W 115TH ST,60643,MORGAN PARK,75,34,17031750600,170318000000000.0,41.6849558,-87.65972583,445094.103035242,4615008.53845888
126,126,DILILAH GROCERY,1986580.0,346168.0,3125.0,B,1759 W 21ST ST,60608,LOWER WEST SIDE,31,25,17031310800,170313000000000.0,41.85396788,-87.67087019,444313.10758251493,4633780.18457748
127,127,DISCOUNT MEAT COMPANY,13820.0,6377.0,4160.0,B,339 W 79TH ST,60620,CHATHAM,44,17,17031842400,170318000000000.0,41.75068744,-87.63338093,447340.5018072757,4622289.762424989
